URL,TimeSpent_ms,Timestamp,PageSize_bytes,Energy_kWh,Carbon_kg
chrome://extensions/,18,2025-11-04T13:04:09.830Z,0,0,0
chrome://newtab/,0,2025-11-04T13:04:10.088Z,486102,0.000070,0.000033
https://www.google.com/search?q=wikipedia&oq=wikipwe&gs_lcrp=EgZjaHJvbWUqDAgBEAAYChixAxiABDIGCAAQRRg5MgwIARAAGAoYsQMYgAQyDAgCEAAYChixAxiABDIJCAMQABgKGIAEMgkIBBAAGAoYgAQyCQgFEAAYChiABDIJCAYQABgKGIAEMgYIBxAFGEDSAQg0MTgzajBqN6gCCLACAfEFDqB55lPxqR8&sourceid=chrome&ie=UTF-8,0,2025-11-04T13:04:19.131Z,142223,0.000020,0.000010
https://en.wikipedia.org/wiki/Wikipedia:About,5,2025-11-04T13:04:22.206Z,0,0,0
https://en.wikipedia.org/wiki/Wikipedia:About,7,2025-11-04T13:05:27.005Z,0,0,0
chrome://newtab/,0,2025-11-04T13:05:27.312Z,0,0,0
https://www.bathandbodyworks.com/cart,31,2025-11-04T13:05:39.205Z,0,0,0
https://www.bathandbodyworks.com/t/promotion,0,2025-11-04T13:05:49.661Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists,3,2025-11-04T13:06:03.556Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,2,2025-11-04T13:06:45.186Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,6,2025-11-04T13:06:57.903Z,0,0,0
chrome://extensions/,127,2025-11-04T13:07:03.108Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,2,2025-11-04T13:07:13.528Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,6,2025-11-04T13:09:33.678Z,0,0,0
https://www.youtube.com/,53,2025-11-04T13:09:38.132Z,0,0,0
https://www.youtube.com/results?search_query=browser+extension+carbon,1,2025-11-04T13:09:39.140Z,2920736,0.000418,0.000198
https://www.youtube.com/,4,2025-11-04T13:09:42.119Z,0,0,0
https://www.youtube.com/watch?v=ncn84cMWgRA,64,2025-11-04T13:09:47.362Z,0,0,0
https://www.youtube.com/watch?v=NkibNXbcSbo,3,2025-11-04T13:12:50.269Z,0,0,0
https://www.youtube.com/watch?v=NkibNXbcSbo,1,2025-11-04T13:15:13.708Z,0,0,0
chrome://newtab/,4,2025-11-04T13:15:22.206Z,0,0,0
chrome://newtab/,1,2025-11-04T13:18:19.439Z,0,0,0
https://www.youtube.com/results?search_query=browser+extension+carbon,6,2025-11-04T13:18:22.254Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,7,2025-11-04T13:18:30.235Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,32,2025-11-04T13:18:35.543Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,39,2025-11-04T13:21:51.618Z,0,0,0
chrome://extensions/,7,2025-11-04T13:26:10.605Z,0,0,0
chrome://extensions/,1,2025-11-04T13:26:10.741Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,0,2025-11-04T13:26:13.138Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,18,2025-11-04T13:26:40.623Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,19,2025-11-04T13:27:42.803Z,0,0,0
chrome://extensions/,3,2025-11-04T13:27:59.603Z,0,0,0
chrome://extensions/,23,2025-11-04T13:28:10.924Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,24,2025-11-04T13:28:50.754Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,1,2025-11-04T13:28:57.765Z,0,0,0
chrome://extensions/,3,2025-11-04T13:29:05.710Z,0,0,0
chrome://extensions/,8,2025-11-04T13:29:19.014Z,0,0,0
chrome://extensions/,1,2025-11-04T13:31:11.270Z,0,0,0
chrome://extensions/,12,2025-11-04T13:31:16.239Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,2,2025-11-04T13:31:18.129Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,17,2025-11-04T13:31:24.855Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,10,2025-11-04T13:31:33.972Z,0,0,0
chrome://extensions/,0,2025-11-04T13:31:46.531Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,0,2025-11-04T13:32:43.889Z,1397571,0.000200,0.000095
https://www.youtube.com/watch?v=cCArfCZrd68,7,2025-11-04T13:32:51.624Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,45,2025-11-04T13:33:02.835Z,0,0,0
chrome://extensions/,6,2025-11-04T13:33:06.958Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,19,2025-11-04T13:33:12.996Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,13,2025-11-04T13:33:13.918Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,71,2025-11-04T13:33:18.467Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,2,2025-11-04T13:33:25.818Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,11,2025-11-04T13:33:26.568Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,47,2025-11-04T13:33:27.186Z,312976,0.000045,0.000021
https://github.com/sustainablewebdev/wp-carbon-calculator,1,2025-11-04T13:33:28.659Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,40,2025-11-04T13:33:28.926Z,0,0,0
chrome://extensions/,21,2025-11-04T13:33:30.266Z,287962,0.000041,0.000020
chrome://extensions/,0,2025-11-04T13:39:33.183Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,1,2025-11-04T13:45:28.119Z,312976,0.000045,0.000021
https://github.com/sustainablewebdev/wp-carbon-calculator,1,2025-11-04T13:45:29.489Z,0,0,0
chrome://newtab/,1,2025-11-04T13:46:02.319Z,0,0,0
chrome://newtab/,0,2025-11-04T13:46:02.400Z,4634108,0.000663,0.000315
https://www.facebook.com/,0,2025-11-04T13:46:11.332Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,31,2025-11-04T13:46:39.954Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,9,2025-11-04T13:46:41.149Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,18,2025-11-04T13:46:41.646Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,12,2025-11-04T13:46:42.271Z,300875,0.000043,0.000020
chrome://extensions/,16,2025-11-04T13:46:43.163Z,257395,0.000037,0.000017
https://www.google.com/,1,2025-11-04T13:46:44.562Z,0,0,0
https://www.google.com/,8,2025-11-04T13:46:44.725Z,0,0,0
chrome://extensions/,9,2025-11-04T13:46:46.377Z,782285,0.000112,0.000053
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers,1,2025-11-04T13:46:48.650Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,1,2025-11-04T13:48:22.701Z,0,0,0
https://www.youtube.com/watch?v=cCArfCZrd68,2,2025-11-04T13:49:00.530Z,0,0,0
chrome://newtab/,0,2025-11-04T13:49:00.837Z,371876,0.000053,0.000025
https://www.google.com/search?q=chatgpt&oq=&gs_lcrp=EgZjaHJvbWUqCQgAECMYJxjqAjIJCAAQIxgnGOoCMgkIARAjGCcY6gIyCQgCECMYJxjqAjIJCAMQIxgnGOoCMgkIBBAjGCcY6gIyCQgFECMYJxjqAjIJCAYQIxgnGOoCMgkIBxAjGCcY6gLSAQoxNzkwMzZqMGo3qAIIsAIB8QU7V3cG-kVzwA&sourceid=chrome&ie=UTF-8,0,2025-11-04T13:49:04.459Z,0,0,0
https://chatgpt.com/,16,2025-11-04T13:49:07.800Z,0,0,0
https://chatgpt.com/,0,2025-11-04T13:49:07.850Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,85,2025-11-04T13:49:11.594Z,0,0,0
https://cdn.jsdelivr.net/npm/chart.js,0,2025-11-04T13:53:13.438Z,0,0,0
https://cdn.jsdelivr.net/npm/chart.js,33,2025-11-04T13:53:13.669Z,0,0,0
chrome://extensions/,1,2025-11-04T14:01:43.046Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,5,2025-11-04T14:01:45.732Z,0,0,0
chrome://extensions/,3,2025-11-04T14:01:55.619Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,1,2025-11-04T14:02:08.305Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,18,2025-11-04T14:02:48.350Z,311355,0.000045,0.000021
https://github.com/sustainablewebdev/wp-carbon-calculator,1,2025-11-04T14:02:50.066Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,0,2025-11-04T14:05:04.990Z,0,0,0
chrome://extensions/,4,2025-11-04T14:05:09.848Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,0,2025-11-04T14:11:32.626Z,0,0,0
https://www.youtube.com/watch?v=FxEX_GWwE7M,0,2025-11-04T14:12:14.060Z,0,0,0
https://www.youtube.com/watch?v=FxEX_GWwE7M,30,2025-11-04T14:12:15.756Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,6,2025-11-04T14:15:22.891Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,102,2025-11-04T14:15:23.582Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,1,2025-11-04T14:15:24.140Z,0,0,0
chrome://extensions/,17,2025-11-04T14:15:24.895Z,287962,0.000041,0.000020
https://www.google.com/,53,2025-11-04T14:15:25.879Z,0,0,0
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers,324,2025-11-04T14:15:27.726Z,0,0,0
https://en.wikipedia.org/wiki/Wikipedia:About,168,2025-11-04T14:15:28.496Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,132,2025-11-04T14:15:31.945Z,0,0,0
chrome://newtab/,47,2025-11-04T14:15:32.423Z,782243,0.000112,0.000053
https://www.youtube.com/watch?v=f23ca4YSAXI,1,2025-11-04T14:20:00.083Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,595,2025-11-04T14:20:11.686Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,12,2025-11-04T14:20:43.172Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,0,2025-11-04T14:22:03.588Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,1,2025-11-04T14:22:04.472Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,11,2025-11-04T14:22:18.115Z,0,0,0
https://github.com/sustainablewebdev/wp-carbon-calculator,1,2025-11-04T14:22:18.528Z,0,0,0
chrome://extensions/,12,2025-11-04T14:22:51.246Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,1,2025-11-04T14:23:12.617Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,9,2025-11-04T14:23:20.220Z,0,0,0
chrome://newtab/,0,2025-11-04T14:23:20.371Z,6467270,0.000925,0.000439
https://www.facebook.com/,1,2025-11-04T14:23:26.950Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,38,2025-11-04T14:24:26.729Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,2,2025-11-04T14:24:27.483Z,256779,0.000037,0.000017
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,22,2025-11-04T14:40:56.603Z,0,0,0
chrome://extensions/,1,2025-11-04T14:45:05.580Z,0,0,0
chrome://extensions/,1,2025-11-04T14:45:05.750Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,0,2025-11-04T14:51:39.900Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,47,2025-11-04T14:51:40.679Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,18,2025-11-04T14:51:41.242Z,288012,0.000041,0.000020
chrome://extensions/,99,2025-11-04T14:51:42.168Z,214021,0.000031,0.000015
https://www.google.com/,1,2025-11-04T14:51:43.264Z,0,0,0
https://www.google.com/,1,2025-11-04T14:52:07.395Z,0,0,0
chrome://extensions/,0,2025-11-04T14:57:11.499Z,0,0,0
chrome://extensions/,3,2025-11-04T14:57:28.617Z,0,0,0
chrome://extensions/,1,2025-11-04T14:58:41.369Z,0,0,0
chrome://extensions/?id=ljogdcghldnnfkjhjmpfpnfeodbclcck,1,2025-11-04T14:58:43.579Z,0,0,0
chrome://extensions/?id=ljogdcghldnnfkjhjmpfpnfeodbclcck,0,2025-11-04T14:59:15.174Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,12,2025-11-04T15:08:51.274Z,0,0,0
chrome://extensions/?id=ljogdcghldnnfkjhjmpfpnfeodbclcck,2,2025-11-04T15:08:53.698Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,18,2025-11-04T15:14:35.852Z,0,0,0
chrome://downloads/,1,2025-11-04T15:14:38.464Z,0,0,0
chrome://downloads/,25,2025-11-04T15:14:41.122Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,10,2025-11-04T15:14:41.851Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,15,2025-11-04T15:17:19.657Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,1,2025-11-04T15:17:20.220Z,288012,0.000041,0.000020
chrome://extensions/?id=ljogdcghldnnfkjhjmpfpnfeodbclcck,30,2025-11-04T15:17:21.036Z,214070,0.000031,0.000015
https://www.google.com/,5,2025-11-04T15:17:21.918Z,0,0,0
chrome://extensions/?id=ljogdcghldnnfkjhjmpfpnfeodbclcck,0,2025-11-04T15:20:10.490Z,0,0,0
chrome://extensions/,2,2025-11-04T15:20:12.579Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,3,2025-11-04T15:20:18.991Z,0,0,0
chrome://extensions/,0,2025-11-04T15:20:25.433Z,0,0,0
chrome://extensions/,88,2025-11-04T16:32:05.020Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,51,2025-11-04T16:32:06.993Z,0,0,0
chrome://extensions/,1,2025-11-04T16:33:05.006Z,0,0,0
chrome://extensions/,20,2025-11-04T16:33:11.875Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,62,2025-11-04T16:33:21.453Z,0,0,0
chrome://newtab/,135,2025-11-04T16:33:22.149Z,0,0,0
chrome://newtab/,2,2025-11-04T16:33:22.624Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,54,2025-11-04T16:33:25.276Z,214077,0.000031,0.000015
https://www.google.com/,0,2025-11-04T16:33:26.180Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,1,2025-11-04T16:33:31.846Z,817418,0.000117,0.000056
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,7,2025-11-04T16:33:36.348Z,0,0,0
chrome://newtab/,7,2025-11-04T16:33:37.479Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,12,2025-11-04T16:33:50.855Z,0,0,0
chrome://extensions/,8,2025-11-04T16:33:53.317Z,0,0,0
chrome://newtab/,7,2025-11-04T16:33:54.614Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,32,2025-11-04T16:34:08.034Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,1,2025-11-04T16:34:09.337Z,0,0,0
chrome://newtab/,10,2025-11-04T16:34:13.077Z,0,0,0
chrome://newtab/,13,2025-11-04T16:50:44.525Z,0,0,0
chrome://newtab/,212,2025-11-04T16:50:45.025Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,3,2025-11-04T16:50:51.051Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T16:50:57.772Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T16:50:59.278Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T16:50:59.494Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T16:50:59.851Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T16:51:00.041Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T16:51:00.226Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,2,2025-11-04T16:51:00.416Z,1346,0.000000,0.000000
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,12,2025-11-04T16:51:00.616Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,5,2025-11-04T16:51:00.791Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,2,2025-11-04T16:51:32.387Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,1,2025-11-04T16:58:04.372Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,60,2025-11-04T16:58:05.239Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,89,2025-11-04T16:58:07.065Z,307183,0.000044,0.000021
chrome://extensions/,2,2025-11-04T16:58:07.292Z,0,0,0
chrome://extensions/,17,2025-11-04T16:58:08.331Z,0,0,0
https://www.bathandbodyworks.com/c/body-care/body-sprays-mists?offset=48,19,2025-11-04T16:58:10.977Z,0,0,0
chrome://newtab/,1,2025-11-04T16:58:11.457Z,0,0,0
chrome://newtab/,76,2025-11-04T16:58:12.648Z,1007340,0.000144,0.000068
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,29,2025-11-04T16:58:13.463Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T16:58:27.858Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,1,2025-11-04T16:59:44.815Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,9,2025-11-04T16:59:51.992Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T16:59:53.141Z,0,0,0
chrome://extensions/,25,2025-11-04T17:17:00.701Z,0,0,0
chrome://extensions/,4,2025-11-04T17:17:11.902Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,10,2025-11-04T17:17:15.218Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T17:17:17.112Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:17:18.214Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:17:18.454Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,2,2025-11-04T17:17:18.779Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:17:19.005Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T17:17:19.316Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,0,2025-11-04T17:17:19.488Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:17:19.738Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:17:20.001Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:17:46.391Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,26,2025-11-04T17:17:57.211Z,0,0,0
https://www.youtube.com/results?search_query=4.+Browser+Extension%3A+Green+Browsing+Tracker,5,2025-11-04T17:18:00.861Z,0,0,0
https://github.com/abhishek-x/web-carbon?utm_source=chatgpt.com,2,2025-11-04T17:18:02.567Z,0,0,0
chrome://extensions/,1,2025-11-04T17:18:04.439Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,1,2025-11-04T17:18:05.897Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,4,2025-11-04T17:18:16.407Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,7,2025-11-04T17:18:22.392Z,0,0,0
https://chatgpt.com/c/6909c656-6f8c-8321-80e0-a8f1f2177dd3,0,2025-11-04T17:19:08.135Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,160,2025-11-04T17:21:38.861Z,0,0,0
chrome://extensions/,392,2025-11-04T17:21:44.329Z,0,0,0
chrome://extensions/?errors=ljogdcghldnnfkjhjmpfpnfeodbclcck,3,2025-11-04T17:21:50.411Z,0,0,0
chrome://extensions/,1,2025-11-04T17:21:55.003Z,0,0,0
chrome://extensions/,40,2025-11-04T17:22:12.342Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,2,2025-11-04T17:22:14.319Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,2,2025-11-04T17:22:16.183Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:22:17.141Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:22:17.348Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:22:17.651Z,0,0,0
file:///C:/Users/Tanvir/Desktop/green-browsing-tracker/popup.html,1,2025-11-04T17:22:17.833Z,0,0,0
chrome://newtab/,1,2025-11-05T10:50:33.402Z,0,0,0
chrome://newtab/,15,2025-11-05T10:50:50.917Z,0,0,0
